1224	0	235
971	0	254
793	0	539
150	0	36
1172	0	46
934	0	1341
1004	0	508
812	0	930
1108	0	1530
416	0	1735
699	0	187
937	0	1942
1026	0	2865
529	0	202
920	0	80
592	0	957
125	0	851
824	0	242
1764	0	2058
1003	0	210
1852	0	118
1855	0	1526
940	0	2728
905	0	795
1787	0	3752
434	0	468
83	0	662
388	0	163
820	0	36
1866	0	377
763	0	87
1785	0	2826
421	0	24
433	0	1773
1537	0	133
1401	0	102
1773	0	3725
241	0	1282
409	0	22
1109	0	254
31	0	191
1627	0	944
1382	0	254
1021	0	2147
594	0	2112
1484	0	133
1602	0	295
1176	0	36
1116	0	361
1735	0	196
1704	0	116
605	0	24
164	0	377
528	0	790
1187	0	102
1298	0	76
302	0	81
481	0	1864
307	0	134
454	0	1808
398	0	496
1047	0	1979
1433	0	934
642	0	36
223	0	376
1130	0	2505
764	0	126
746	0	56
1677	0	388
604	0	254
1440	0	3359
1535	0	187
1486	0	87
1120	0	2597
960	0	73
954	0	293
1779	0	3737
1778	0	998
1257	0	48
384	0	863
1582	0	131
122	0	840
1347	0	863
211	0	184
1210	0	1525
1721	0	2892
341	0	615
12	0	147
1286	0	105
19	0	214
475	0	228
1299	0	47
503	0	35
316	0	1485
1267	0	1501
1099	0	2955
1029	0	1037
1158	0	608
228	0	1040
85	0	96
572	0	544
253	0	445
260	0	1334
776	0	16
1178	0	2084
1403	0	560
1461	0	41
309	0	740
850	0	1822
661	0	805
221	0	109
699	0	261
1393	0	156
1776	0	3732
1312	0	237
1022	0	55
984	0	154
605	0	1328
1076	0	107
1134	0	504
677	0	183
1856	0	712
1404	0	2070
1587	0	774
43	0	363
834	0	764
579	0	188
1657	0	1396
1004	0	966
498	0	52
1141	0	3024
15	0	184
30	0	34
376	0	1615
476	0	43
512	0	1914
48	0	209
397	0	161
1621	0	1526
291	0	52
1763	0	378
343	0	1174
1181	0	1822
1184	0	91
968	0	47
310	0	145
1788	0	509
105	0	566
129	0	858
1571	0	297
158	0	159
692	0	286
672	0	2251
1651	0	3594
117	0	703
664	0	863
1380	0	3317
645	0	96
105	0	761
399	0	46
1659	0	3607
391	0	127
481	0	295
1559	0	185
1699	0	3282
1046	0	158
1176	0	306
528	0	1954
1524	0	80
940	0	1047
933	0	104
1740	0	467
159	0	654
125	0	597
676	0	36
642	0	198
1550	0	1309
15	0	79
1664	0	2120
1082	0	52
1000	0	55
1181	0	491
758	0	40
1067	0	2826
1120	0	46
1746	0	47
594	0	2110
1692	0	280
1812	0	105
1192	0	3089
1567	0	3498
1591	0	3517
553	0	80
1104	0	2307
590	0	1457
1172	0	471
104	0	756
366	0	357
911	0	617
940	0	2067
1824	0	1114
430	0	1755
829	0	973
1552	0	128
1382	0	915
1391	0	80
744	0	630
630	0	500
234	0	104
922	0	878
368	0	155
1083	0	437
856	0	376
246	0	37
1533	0	842
562	0	55
1665	0	79
1568	0	1969
740	0	895
1756	0	314
1444	0	1636
1086	0	52
1420	0	34
1319	0	2590
512	0	1912
73	0	252
840	0	96
175	0	184
1571	0	1009
1190	0	499
1871	0	3
1267	0	199
969	0	80
573	0	959
626	0	79
158	0	1006
1058	0	371
1127	0	832
1286	0	110
984	0	616
1263	0	556
837	0	79
1289	0	2489
323	0	863
257	0	1172
377	0	1586
721	0	670
1214	0	154
1012	0	119
1729	0	906
1487	0	1122
1576	0	2089
476	0	1262
44	0	77
955	0	1258
87	0	275
847	0	517
834	0	221
1787	0	3744
1596	0	159
1588	0	272
1738	0	235
243	0	276
1097	0	2131
417	0	80
773	0	133
920	0	185
942	0	147
1288	0	1659
1307	0	267
148	0	942
237	0	917
1798	0	2281
333	0	46
1422	0	1075
452	0	184
975	0	1324
297	0	325
243	0	1278
1028	0	78
328	0	87
707	0	1115
262	0	286
113	0	459
91	0	26
1000	0	2371
1125	0	2414
544	0	1990
77	0	598
1170	0	237
73	0	136
763	0	80
1234	0	882
1637	0	382
1714	0	210
1186	0	844
1552	0	199
961	0	1513
829	0	332
120	0	118
644	0	20
632	0	1446
1571	0	108
1720	0	645
601	0	472
593	0	34
1059	0	1162
560	0	1722
1760	0	2142
1037	0	2878
407	0	1710
1845	0	253
639	0	2189
1046	0	926
934	0	126
631	0	538
861	0	102
613	0	1315
1262	0	1781
1130	0	34
58	0	468
1804	0	538
864	0	302
593	0	1051
435	0	286
1202	0	803
138	0	115
416	0	1673
428	0	557
1108	0	511
1162	0	406
976	0	2788
154	0	978
1629	0	1140
297	0	216
334	0	1519
1479	0	772
834	0	109
1186	0	42
774	0	2467
1378	0	126
1730	0	1901
1690	0	127
836	0	358
707	0	1408
152	0	352
1524	0	253
1181	0	3066
98	0	720
1801	0	111
1612	0	118
320	0	1138
158	0	1009
737	0	963
1516	0	2492
1489	0	87
1591	0	57
226	0	72
677	0	2260
1121	0	1042
310	0	551
1385	0	354
1258	0	1325
517	0	755
1036	0	109
1850	0	445
1016	0	2058
792	0	134
9	0	117
1513	0	70
722	0	105
530	0	137
268	0	377
658	0	2223
1652	0	956
1434	0	118
1280	0	61
1498	0	364
927	0	1767
918	0	1395
848	0	80
777	0	211
746	0	55
821	0	24
1173	0	365
229	0	185
1108	0	1514
191	0	577
56	0	448
743	0	87
1487	0	243
1326	0	391
1268	0	126
1399	0	130
206	0	55
1243	0	712
1578	0	55
984	0	2797
535	0	474
617	0	572
679	0	35
1064	0	267
286	0	130
471	0	1835
109	0	783
1868	0	388
999	0	861
807	0	467
1474	0	476
1515	0	34
391	0	74
639	0	897
389	0	81
1480	0	486
2	0	40
308	0	1026
885	0	1105
711	0	793
53	0	109
483	0	96
799	0	1523
781	0	2479
1547	0	250
855	0	196
549	0	2001
1355	0	498
1475	0	87
14	0	171
1729	0	3677
1068	0	299
640	0	54
1074	0	1324
991	0	832
969	0	87
477	0	1850
219	0	289
1159	0	516
1681	0	3634
1087	0	22
1115	0	2648
1589	0	114
287	0	572
1672	0	81
707	0	80
433	0	1765
871	0	601
1719	0	3667
151	0	950
1645	0	2158
900	0	34
241	0	303
273	0	1381
12	0	153
532	0	119
117	0	821
66	0	524
1258	0	48
1322	0	2281
1002	0	377
1573	0	230
995	0	483
1739	0	1255
1260	0	41
915	0	1289
1452	0	2760
975	0	2304
598	0	445
617	0	2161
334	0	1293
733	0	325
1599	0	1322
1049	0	352
1075	0	267
795	0	55
1502	0	36
146	0	35
1572	0	137
482	0	135
1540	0	88
1176	0	1091
1734	0	2835
758	0	2431
1333	0	3254
1596	0	3525
1465	0	3400
640	0	235
1170	0	863
1148	0	133
1433	0	933
708	0	185
1364	0	2469
1175	0	127
976	0	1295
810	0	74
1480	0	1617
1217	0	395
907	0	442
1674	0	96
689	0	209
1650	0	3587
1285	0	1186
417	0	538
1551	0	763
10	0	100
449	0	738
1576	0	178
1501	0	772
199	0	581
1643	0	1732
214	0	126
1435	0	137
1019	0	2567
1354	0	1039
745	0	2395
7	0	98
274	0	141
377	0	1080
1124	0	2995
1511	0	235
756	0	47
789	0	130
1537	0	385
1628	0	96
924	0	1076
705	0	235
981	0	2149
1035	0	184
529	0	116
27	0	269
357	0	1573
126	0	184
1586	0	117
1493	0	395
281	0	1405
756	0	989
1728	0	118
850	0	395
1778	0	210
1268	0	133
1086	0	36
197	0	129
476	0	653
405	0	915
1337	0	2504
974	0	499
1842	0	126
1303	0	2997
374	0	210
365	0	325
1698	0	133
1501	0	1868
1840	0	41
431	0	190
1149	0	1410
1437	0	78
48	0	325
208	0	277
75	0	206
1515	0	325
1335	0	2083
149	0	391
1350	0	3208
1282	0	3206
784	0	87
824	0	969
1857	0	502
1553	0	137
1608	0	1395
917	0	694
167	0	774
65	0	515
1423	0	127
1193	0	2631
1819	0	37
1120	0	695
1343	0	1605
1631	0	329
362	0	377
670	0	2187
689	0	196
524	0	1272
1532	0	74
516	0	8
1030	0	34
1373	0	777
1396	0	130
327	0	131
386	0	1640
1586	0	79
126	0	261
59	0	474
1440	0	474
1775	0	159
692	0	2284
1046	0	100
1855	0	156
1029	0	1040
881	0	1016
195	0	74
880	0	74
695	0	550
1068	0	156
952	0	159
1000	0	445
150	0	949
247	0	185
591	0	785
1510	0	107
591	0	191
1817	0	1258
777	0	152
1063	0	722
1312	0	72
236	0	155
1137	0	79
961	0	228
1751	0	539
1627	0	2960
892	0	154
1396	0	159
350	0	1552
116	0	811
711	0	795
1800	0	134
885	0	472
487	0	47
1773	0	426
1269	0	1797
1727	0	467
1202	0	2009
1684	0	3092
418	0	191
337	0	55
1428	0	879
413	0	438
922	0	48
1359	0	3305
431	0	392
1662	0	1490
793	0	132
445	0	897
1404	0	3325
1610	0	118
482	0	185
1322	0	2590
393	0	7
663	0	373
1787	0	3745
1746	0	437
1815	0	453
1068	0	155
55	0	433
1630	0	902
976	0	133
109	0	779
1466	0	2719
818	0	2317
1244	0	376
115	0	171
1108	0	735
1601	0	72
1347	0	107
301	0	560
1561	0	2694
538	0	998
695	0	1558
944	0	386
440	0	358
1514	0	2020
10	0	119
1038	0	879
740	0	442
79	0	626
1653	0	373
944	0	1579
1240	0	2953
724	0	210
747	0	102
1616	0	372
1376	0	221
375	0	1614
1829	0	48
3	0	52
971	0	127
1808	0	1328
161	0	55
1150	0	1496
1510	0	572
826	0	87
803	0	184
329	0	98
1111	0	2973
1653	0	115
981	0	110
439	0	1787
721	0	664
1321	0	1448
906	0	235
1336	0	42
172	0	252
1714	0	714
1238	0	512
990	0	255
758	0	2046
1652	0	237
1287	0	608
123	0	185
1176	0	1088
331	0	304
158	0	187
161	0	361
1358	0	75
582	0	105
732	0	80
1438	0	230
495	0	132
970	0	920
1121	0	2648
448	0	858
1399	0	80
389	0	1025
706	0	295
883	0	36
1641	0	301
1673	0	1525
1326	0	47
46	0	383
1010	0	96
194	0	12
952	0	519
1543	0	20
1634	0	118
1352	0	1185
1035	0	377
1675	0	844
1796	0	1777
658	0	190
707	0	445
273	0	1377
198	0	1162
769	0	156
1053	0	684
176	0	498
1539	0	530
674	0	13
1779	0	128
78	0	615
1530	0	1664
78	0	621
1600	0	3533
778	0	2474
1189	0	2987
359	0	1551
861	0	128
1645	0	2589
1693	0	1630
1365	0	185
1379	0	1542
1412	0	1678
1532	0	237
1169	0	254
